hour,pv_kw,P_DAC_kw,P_PEM_kw,P_MeOH_kw,P_grid_kw,P_curt_kw,P_ch_kw,P_dis_kw,z_bat,battery_mode,CO2_prod_mol_s,H2_prod_mol_s,F_CO2_mol_s,F_H2_mol_s,MeOH_kg_h,z_MeOH_on,CO2_storage_mol,H2_storage_mol,Battery_energy_kWh,n_ready,n_sat,n_ads,n_des,n_cool
15,523.51582,0,511.1632044105561,2.0867319423724813,0.0,6.485996000004471,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3111862.9197020475,16970.458065825416,0.4488616580891983,10,0,0,0,0
16,306.28221,0,304.19547805762755,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.7445343868543333,0.15,0.45,15.720388574013159,1,3111322.9197020475,19854.413573219128,4.039754922802785,10,0,0,0,0
17,49.72355399999999,0,47.63682205762751,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.11659362042076665,0.15,0.45,15.720388574013159,1,3110782.9197020475,20914.73736589473,4.039754922802785,10,0,0,0,0
18,0.0,0,0.0,2.0867319423724813,0.0754962609834573,0.0,0.0,2.011235681389024,0,discharge,0,0.0,0.15,0.45,15.720388574013159,1,3110242.9197020475,19714.47439940949,4.039754922802785,10,0,0,0,0
19,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3109702.9197020475,18094.47439940949,1.9226647318669703,10,0,0,0,0
20,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3109162.9197020475,16474.47439940949,1.9226647318669703,10,0,0,0,0
21,0.0,0,0.0,1.1218819944392193,0.0,0.0,0.0,1.1218819944392193,0,discharge,0,0.0,0.08064394652173515,0.24193183956520545,8.451694503090756,1,3108622.9197020475,14854.47439940949,1.9226647318669703,10,0,0,0,0
22,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3108332.6014945693,13983.51977697475,0.7417363166677922,10,0,0,0,0
23,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3107792.6014945693,12363.51977697475,0.7417363166677922,10,0,0,0,0
24,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3107252.6014945693,10743.51977697475,0.7417363166677922,10,0,0,0,0
25,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3106712.6014945693,9123.51977697475,0.7417363166677922,10,0,0,0,0
26,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3106676.6014945693,9015.51977697475,0.5952989873784953,10,0,0,0,0
27,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3106136.6014945693,7395.51977697475,0.5952989873784953,10,0,0,0,0
28,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3105596.6014945693,5775.51977697475,0.5952989873784953,10,0,0,0,0
29,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3105056.6014945693,4155.51977697475,0.5952989873784953,10,0,0,0,0
30,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3105020.6014945693,4047.5197769747506,0.4488616580891983,10,0,0,0,0
31,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3104480.6014945693,2427.5197769747506,0.4488616580891983,10,0,0,0,0
32,94.296789,0,92.21005705762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.2256889508403471,0.15,0.45,15.720388574013159,1,3103940.6014945693,807.5197769747505,0.4488616580891983,10,0,0,0,0
33,367.670038,0,365.5833060576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.8947843155256618,0.15,0.45,15.720388574013159,1,3103400.6014945693,0.0,0.4488616580891983,10,0,0,0,0
34,564.212493,0,511.1632044105561,2.0867319423724813,0.0,50.96255664707144,0.0,0.0,1,idle,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3102860.6014945693,1601.2235358923826,0.4488616580891983,10,0,0,0,0
35,695.647415,0,511.1632044105561,2.0867319423724813,0.0,178.61759100000452,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3102320.6014945693,4485.1790432860935,0.4488616580891983,10,0,0,0,0
36,709.344833,0,511.1632044105561,2.0867319423724813,0.0,199.50624524854933,0.0,3.4113486014779073,0,discharge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3101780.6014945693,7369.134550679804,4.039754922802785,10,0,0,0,0
37,702.324907,0,511.1632044105561,2.0867319423724813,0.0,185.29508300000455,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3101240.6014945693,10253.090058073514,0.4488616580891983,10,0,0,0,0
38,631.629781,0,511.1632044105561,2.0867319423724813,0.0,118.37984464707142,0.0,0.0,1,idle,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3100700.6014945693,13137.045565467226,4.039754922802785,10,0,0,0,0
39,477.33740500000005,0,475.2506730576276,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,1.1632009480431444,0.15,0.45,15.720388574013159,1,3100160.6014945693,16021.001072860938,4.039754922802785,10,0,0,0,0
40,278.930796,0,276.8440640576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.6775903665746129,0.15,0.45,15.720388574013159,1,3099620.6014945693,18588.52448581626,4.039754922802785,10,0,0,0,0
41,44.133485,0,42.04675305762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.1029116333578296,0.15,0.45,15.720388574013159,1,3099080.6014945693,19407.849805484864,4.039754922802785,10,0,0,0,0
42,0.0,0,0.0,0.3508084193316018,0.0,0.0,0.0,0.3508084193316018,0,discharge,0,0.0,0.025217068772097888,0.07565120631629366,2.6428141319666114,1,3098540.6014945693,18158.33168557305,4.039754922802785,10,0,0,0,0
43,0.0,0,0.0,2.0867319423724813,0.0,0.0,0.0,2.0867319423724813,0,discharge,0,0.0,0.15,0.45,15.720388574013159,1,3098449.8200469897,17885.987342834396,3.67048290245373,10,0,0,0,0
44,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3097909.8200469897,16265.987342834396,1.4739229631142765,10,0,0,0,0
45,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3097873.8200469897,16157.987342834396,1.3274856338249796,10,0,0,0,0
46,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3097333.8200469897,14537.987342834396,1.3274856338249796,10,0,0,0,0
47,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3097297.8200469897,14429.987342834396,1.1810483045356828,10,0,0,0,0
48,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3096757.8200469897,12809.987342834396,1.1810483045356828,10,0,0,0,0
49,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3096721.8200469897,12701.987342834396,1.034610975246386,10,0,0,0,0
50,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3096181.8200469897,11081.987342834396,1.034610975246386,10,0,0,0,0
51,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3096145.8200469897,10973.987342834396,0.888173645957089,10,0,0,0,0
52,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3095605.8200469897,9353.987342834396,0.888173645957089,10,0,0,0,0
53,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3095569.8200469897,9245.987342834396,0.7417363166677922,10,0,0,0,0
54,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3095029.8200469897,7625.987342834396,0.7417363166677922,10,0,0,0,0
55,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3094993.8200469897,7517.987342834396,0.5952989873784953,10,0,0,0,0
56,50.207656,0,48.12092405762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.1177784854557317,0.15,0.45,15.720388574013159,1,3094957.8200469897,7409.987342834396,0.4488616580891983,10,0,0,0,0
57,256.2683,0,254.18156805762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.6221227190221653,0.15,0.45,15.720388574013159,1,3094417.8200469897,6213.98989047503,0.4488616580891983,10,0,0,0,0
58,121.454649,0,119.36791705762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.2921592375536338,0.15,0.45,15.720388574013159,1,3093877.8200469897,6833.6316789548255,0.4488616580891983,10,0,0,0,0
59,113.252029,0,111.16529705762751,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.2720828948962911,0.15,0.45,15.720388574013159,1,3093337.8200469897,6265.404934147908,0.4488616580891983,10,0,0,0,0
60,342.2319,0,340.14516805762753,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.832523138602585,0.15,0.45,15.720388574013159,1,3092797.8200469897,5624.903355774556,0.4488616580891983,10,0,0,0,0
61,608.877625,0,511.1632044105561,2.0867319423724813,0.0,95.62768864707141,0.0,0.0,1,idle,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3092257.8200469897,7001.986654743861,0.4488616580891983,10,0,0,0,0
62,564.579275,0,511.1632044105561,2.0867319423724813,0.0,47.54945100000457,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3091717.8200469897,9885.942162137573,0.4488616580891983,10,0,0,0,0
63,428.768173,0,426.6814410576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,1.0443252053858016,0.15,0.45,15.720388574013159,1,3091177.8200469897,12769.897669531285,4.039754922802785,10,0,0,0,0
64,269.143984,0,267.0572520576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.6536366309102772,0.15,0.45,15.720388574013159,1,3090637.8200469897,14909.468408920171,4.039754922802785,10,0,0,0,0
65,54.667576000000004,0,52.58084405762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.1286943735676198,0.15,0.45,15.720388574013159,1,3090097.8200469897,15642.560280197169,4.039754922802785,10,0,0,0,0
66,0.0,0,0.0,2.0867319423724813,0.879925401659253,0.0,0.0,1.2068065407132282,0,discharge,0,0.0,0.15,0.45,15.720388574013159,1,3089557.8200469897,14485.8600250406,4.039754922802785,10,0,0,0,0
67,0.0,0,0.0,1.2307338209908547,0.0,0.0,0.0,1.2307338209908547,0,discharge,0,0.0,0.08846851356419949,0.2654055406925985,9.271729398630466,1,3089017.8200469897,12865.8600250406,2.7694322483678078,10,0,0,0,0
68,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3088699.3333981587,11910.400078547245,1.4739229631142765,10,0,0,0,0
69,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3088159.3333981587,10290.400078547245,1.4739229631142765,10,0,0,0,0
70,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3088123.3333981587,10182.400078547245,1.3274856338249796,10,0,0,0,0
71,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3087583.3333981587,8562.400078547245,1.3274856338249796,10,0,0,0,0
72,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3087547.3333981587,8454.400078547245,1.1810483045356828,10,0,0,0,0
73,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3087007.3333981587,6834.400078547245,1.1810483045356828,10,0,0,0,0
74,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3086971.3333981587,6726.400078547245,1.034610975246386,10,0,0,0,0
75,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3086935.3333981587,6618.400078547245,0.888173645957089,10,0,0,0,0
76,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3086899.3333981587,6510.400078547245,0.7417363166677922,10,0,0,0,0
77,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3086359.3333981587,4890.400078547245,0.7417363166677922,10,0,0,0,0
78,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3086323.3333981587,4782.400078547245,0.5952989873784953,10,0,0,0,0
79,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3085783.3333981587,3162.400078547245,0.5952989873784953,10,0,0,0,0
80,86.49572599999999,0,84.40899405762751,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.20659544000118624,0.15,0.45,15.720388574013159,1,3085747.3333981587,3054.400078547245,0.4488616580891983,10,0,0,0,0
81,343.4859,0,341.39916805762755,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.8355923693718158,0.15,0.45,15.720388574013159,1,3085207.3333981587,2178.1436625515153,0.4488616580891983,10,0,0,0,0
82,527.14757,0,511.1632044105561,2.0867319423724813,0.0,13.897633647071416,0.0,0.0,1,idle,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3084667.3333981587,3566.2761922900518,0.4488616580891983,10,0,0,0,0
83,632.7212850000001,0,511.1632044105561,2.0867319423724813,0.0,115.6914610000047,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3084127.3333981587,6450.231699683763,0.4488616580891983,10,0,0,0,0
84,617.7865350000001,0,511.1632044105561,2.0867319423724813,0.0,107.94794724854943,0.0,3.4113486014779073,0,discharge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3083587.3333981587,9334.187207077473,4.039754922802785,10,0,0,0,0
85,617.87981,0,511.1632044105561,2.0867319423724813,0.0,100.84998600000452,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3083047.3333981587,12218.142714471185,0.4488616580891983,10,0,0,0,0
86,561.6071509999999,0,511.1632044105561,2.0867319423724813,0.0,48.35721464707137,0.0,0.0,1,idle,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3082507.3333981587,15102.098221864897,4.039754922802785,10,0,0,0,0
87,449.207931,0,447.1211990576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,1.0943525851060814,0.15,0.45,15.720388574013159,1,3081967.3333981587,17986.05372925861,4.039754922802785,10,0,0,0,0
88,273.44820400000003,0,271.36147205762757,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.6641714351060816,0.15,0.45,15.720388574013159,1,3081427.3333981587,20305.7230356405,4.039754922802785,10,0,0,0,0
89,49.903944,0,47.81721205762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.11703513440678066,0.15,0.45,15.720388574013159,1,3080887.3333981587,21076.740202022396,4.039754922802785,10,0,0,0,0
90,0.0,0,0.0,2.0867319423724813,0.20565343196772679,0.0,0.0,1.8810785104047545,0,discharge,0,0.0,0.15,0.45,15.720388574013159,1,3080347.3333981587,19878.066685886806,4.039754922802785,10,0,0,0,0
91,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3079807.3333981587,18258.066685886806,2.059672280271464,10,0,0,0,0
92,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3079771.3333981587,18150.066685886806,1.9132349509821671,10,0,0,0,0
93,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3079735.3333981587,18042.066685886806,1.7667976216928702,10,0,0,0,0
94,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3079699.3333981587,17934.066685886806,1.6203602924035734,10,0,0,0,0
95,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3079159.3333981587,16314.066685886808,1.6203602924035734,10,0,0,0,0
96,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3079123.3333981587,16206.066685886808,1.4739229631142765,10,0,0,0,0
97,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3079087.3333981587,16098.066685886808,1.3274856338249796,10,0,0,0,0
98,0.0,0,0.0,2.0867319423724813,2.0867319423724813,0.0,0.0,0.0,0,idle,0,0.0,0.15,0.45,15.720388574013159,1,3079051.3333981587,15990.066685886808,1.1810483045356828,10,0,0,0,0
99,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3078511.3333981587,14370.066685886808,1.1810483045356828,10,0,0,0,0
100,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3078475.3333981587,14262.066685886808,1.034610975246386,10,0,0,0,0
101,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3078439.3333981587,14154.066685886808,0.888173645957089,10,0,0,0,0
102,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3078403.3333981587,14046.066685886808,0.7417363166677922,10,0,0,0,0
103,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3078367.3333981587,13938.066685886808,0.5952989873784953,10,0,0,0,0
104,78.824049,0,76.73731705762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.18781860818300444,0.15,0.45,15.720388574013159,1,3078331.3333981587,13830.066685886808,0.4488616580891983,10,0,0,0,0
105,323.279143,0,321.1924110576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.7861352718193682,0.15,0.45,15.720388574013159,1,3077791.3333981587,12886.213675345623,0.4488616580891983,10,0,0,0,0
106,508.86977399999995,0,506.7830420576275,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,1.2403780749662212,0.15,0.45,15.720388574013159,1,3077251.3333981587,14096.300653895349,0.4488616580891983,10,0,0,0,0
107,621.188004,0,511.1632044105561,2.0867319423724813,0.0,107.93806764707142,0.0,0.0,1,idle,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3076711.3333981587,16941.661723773745,0.4488616580891983,10,0,0,0,0
108,643.70499,0,511.1632044105561,2.0867319423724813,0.0,126.67516600000457,3.7798876470669334,0.0,1,charge,0,1.2510987520538088,0.15,0.45,15.720388574013159,1,3076171.3333981587,19825.617231167456,0.4488616580891983,10,0,0,0,0
109,129.190956,0,127.10422405762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.3110942546865009,0.15,0.45,15.720388574013159,1,3075631.3333981587,22709.572738561168,4.039754922802785,10,0,0,0,0
110,47.231424,0,45.144692057627516,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.11049400153964778,0.15,0.45,15.720388574013159,1,3075091.3333981587,22209.512055432573,4.039754922802785,10,0,0,0,0
111,70.907875,0,68.82114305762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.1684433571340534,0.15,0.45,15.720388574013159,1,3074551.3333981587,20987.290460975306,4.039754922802785,10,0,0,0,0
112,19.920042000000002,0,17.83331005762752,2.0867319423724813,0.0,0.0,0.0,0.0,1,idle,0,0.04364796167950792,0.15,0.45,15.720388574013159,1,3074011.3333981587,19973.686546657897,4.039754922802785,10,0,0,0,0
113,1.8098610000000002,0,0.0,2.0867319423724813,0.0,0.0,0.0,0.2768709423724811,0,discharge,0,0.0,0.15,0.45,15.720388574013159,1,3073471.3333981587,18510.819208704124,4.039754922802785,10,0,0,0,0
114,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072931.3333981587,16890.819208704124,3.748311825568594,10,0,0,0,0
115,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072895.3333981587,16782.819208704124,3.6018744962792972,10,0,0,0,0
116,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072859.3333981587,16674.819208704124,3.4554371669900004,10,0,0,0,0
117,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072823.3333981587,16566.819208704124,3.3089998377007035,10,0,0,0,0
118,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072787.3333981587,16458.819208704124,3.1625625084114066,10,0,0,0,0
119,0.0,0,0.0,1.1868611795577648,0.0,0.0,0.0,1.1868611795577648,0,discharge,0,0.0,0.08531482809011727,0.2559444842703518,8.941214991345177,1,3072751.3333981587,16350.819208704124,3.0161251791221098,10,0,0,0,0
120,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072444.200017034,15429.41906533086,1.7667976216928705,10,0,0,0,0
121,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072408.200017034,15321.41906533086,1.6203602924035736,10,0,0,0,0
122,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,3072372.200017034,15213.41906533086,1.4739229631142767,10,0,0,0,0
