hour,pv_kw,P_DAC_kw,P_PEM_kw,P_MeOH_kw,P_grid_kw,P_curt_kw,P_ch_kw,P_dis_kw,z_bat,battery_mode,CO2_prod_mol_s,H2_prod_mol_s,F_CO2_mol_s,F_H2_mol_s,MeOH_kg_h,z_MeOH_on,CO2_storage_mol,H2_storage_mol,Battery_energy_kWh,n_ready,n_sat,n_ads,n_des,n_cool
31,0.0,0,0.0,0.1391154628248321,0.1391154628248321,0.0,0.0,0.0,0,idle,0,0.0,0.01,0.03,1.0480259049342107,1,1159818.9778388515,108.0,0.21965599393394536,10,0,0,0,0
32,94.296789,0,94.15767353717517,0.1391154628248321,0.0,0.0,0.0,0.0,1,idle,0,0.23045584432175742,0.01,0.03,1.0480259049342107,1,1159782.9778388515,0.0,0.21965599393394536,10,0,0,0,0
33,367.670038,0,120.0,2.0867319423724813,0.0,245.5833060576275,0.0,0.0,1,idle,0,0.29370629370629375,0.15,0.45,15.720388574013159,1,1159746.9778388515,721.6410395583267,0.21965599393394536,10,0,0,0,0
34,564.212493,0,120.0,1.5667574418207857,0.0,440.79600087241965,1.84973468575954,0.0,1,charge,0,0.29370629370629375,0.11262281057811496,0.3378684317343449,11.803162297236312,1,1159206.9778388515,158.98369690098423,0.21965599393394536,10,0,0,0,0
35,695.647415,0,120.0,0.1391154628248321,0.0,577.1776850910732,0.0,1.669385553897985,0,discharge,0,0.29370629370629375,0.01,0.03,1.0480259049342107,1,1158801.5357207702,0.0,1.9769039454055082,10,0,0,0,0
36,709.344833,0,120.0,2.0867319423724813,0.0,587.2581010576275,0.0,0.0,1,idle,0,0.29370629370629375,0.15,0.45,15.720388574013159,1,1158765.5357207702,949.3426573426575,0.21965599393394536,10,0,0,0,0
37,702.324907,0,120.0,1.8600612931543987,0.0,580.4648457068456,0.0,0.0,1,idle,0,0.29370629370629375,0.13370629370629375,0.4011188811188813,14.012765945693785,1,1158225.5357207702,386.685314685315,0.21965599393394536,10,0,0,0,0
38,631.629781,0,120.0,0.1391154628248321,0.0,509.6409308514156,1.84973468575954,0.0,1,charge,0,0.29370629370629375,0.01,0.03,1.0480259049342107,1,1157744.1930634277,0.0,0.21965599393394536,10,0,0,0,0
39,477.33740500000005,0,120.0,2.0867319423724813,0.0,356.9200586115256,0.0,1.669385553897985,0,discharge,0,0.29370629370629375,0.15,0.45,15.720388574013159,1,1157708.1930634277,949.3426573426575,1.9769039454055082,10,0,0,0,0
40,278.930796,0,120.0,0.27265428736648306,0.0,156.80840702687397,1.84973468575954,0.0,1,charge,0,0.29370629370629375,0.01959913598604039,0.05879740795812116,2.054040222769863,1,1157168.1930634277,386.685314685315,0.21965599393394536,10,0,0,0,0
41,44.133485,0,43.99436953717517,0.1391154628248321,0.0,0.0,0.0,0.0,1,idle,0,0.10767852683923992,0.01,0.03,1.0480259049342107,1,1157097.6361738779,1232.3573033787363,1.9769039454055082,10,0,0,0,0
42,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1157061.6361738779,1512.0,1.9769039454055082,10,0,0,0,0
43,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.13911546282483225,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1157025.6361738779,1404.0,1.8304666161162113,10,0,0,0,0
44,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156989.6361738779,1296.0,1.6840292868269142,10,0,0,0,0
45,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156953.6361738779,1188.0,1.5375919575376173,10,0,0,0,0
46,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156917.6361738779,1080.0,1.3911546282483205,10,0,0,0,0
47,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156881.6361738779,972.0,1.2447172989590236,10,0,0,0,0
48,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156845.6361738779,864.0,1.0982799696697267,10,0,0,0,0
49,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156809.6361738779,756.0,0.9518426403804299,10,0,0,0,0
50,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156773.6361738779,648.0,0.805405311091133,10,0,0,0,0
51,0.0,0,0.0,0.1391154628248321,0.1391154628248321,0.0,0.0,0.0,0,idle,0,0.0,0.01,0.03,1.0480259049342107,1,1156737.6361738779,540.0,0.6589679818018361,10,0,0,0,0
52,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156701.6361738779,432.0,0.6589679818018361,10,0,0,0,0
53,0.0,0,0.0,0.1391154628248321,0.0,0.0,0.0,0.1391154628248321,0,discharge,0,0.0,0.01,0.03,1.0480259049342107,1,1156665.6361738779,324.0,0.5125306525125393,10,0,0,0,0
