hour,pv_kw,P_DAC,P_PEM,P_MeOH,P_grid,P_curt,P_ch,P_dis,CO2_prod_mol_s,H2_prod_mol_s,F_CO2_mol_s,F_H2_mol_s,MeOH_kg_h,CO2_storage_mol,H2_storage_mol,Battery_energy_kWh,n_ready,n_sat,n_ads,n_des,n_cool
21,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,79920,120956.45755651,28.006139226578,10,0,0,0,0
22,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,79380,119336.45755651,25.8095792872386,10,0,0,0,0
23,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,78840,117716.45755651,23.6130193478991,10,0,0,0,0
24,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,78300,116096.45755651,21.4164594085597,10,0,0,0,0
25,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,77760,114476.45755651,19.2198994692202,10,0,0,0,0
26,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,77220,112856.45755651,17.0233395298808,10,0,0,0,0
27,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,76680,111236.45755651,14.8267795905413,10,0,0,0,0
28,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,76140,109616.45755651,12.6302196512019,10,0,0,0,0
29,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,75600,107996.45755651,10.4336597118624,10,0,0,0,0
30,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,75060,106376.45755651,8.23709977252296,10,0,0,0,0
31,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,74520,104756.45755651,6.0405398331835,10,0,0,0,0
32,94.296789,0,92.2100570576275,2.08673194237248,0,0,0,0,0,0.225688950840347,0.15,0.45,15.7203885740132,73980,103136.45755651,3.84397989384405,10,0,0,0,0
33,367.670038,0,365.583306057628,2.08673194237248,0,0,0,0,0,0.894784315525662,0.15,0.45,15.7203885740132,73440,102328.937779535,3.84397989384405,10,0,0,0,0
34,564.212493,0,387.213536857547,2.08673194237248,0,142.541867199289,32.370357000792,0,0,0.947725439861128,0.15,0.45,15.7203885740132,72900,103930.161315427,3.84397989384405,10,0,0,0,0
35,695.647415,0,387.213536857547,2.08673194237248,0,306.347146200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,72360,105721.972898927,34.5958190445964,10,0,0,0,0
36,709.344833,0,387.213536857547,2.08673194237248,0,320.044564200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,71820,107513.784482428,34.5958190445964,10,0,0,0,0
37,702.324907,0,387.213536857547,2.08673194237248,0,313.024638200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,71280,109305.596065928,34.5958190445964,10,0,0,0,0
38,631.629781,0,387.213536857547,2.08673194237248,0,242.329512200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,70740,111097.407649428,34.5958190445964,10,0,0,0,0
39,477.337405,0,387.213536857547,2.08673194237248,0,88.0371362000809,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,70200,112889.219232928,34.5958190445964,10,0,0,0,0
40,278.930796,0,276.844064057628,2.08673194237248,0,0,0,0,0,0.677590366574613,0.15,0.45,15.7203885740132,69660,114681.030816428,34.5958190445964,10,0,0,0,0
41,44.133485,0,42.0467530576275,2.08673194237248,0,0,0,0,0,0.10291163335783,0.15,0.45,15.7203885740132,69120,115500.356136096,34.5958190445964,10,0,0,0,0
42,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,68580,114250.838016185,34.5958190445964,10,0,0,0,0
43,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,68040,112630.838016185,32.399259105257,10,0,0,0,0
44,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,67500,111010.838016185,30.2026991659175,10,0,0,0,0
45,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,66960,109390.838016185,28.006139226578,10,0,0,0,0
46,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,66420,107770.838016185,25.8095792872386,10,0,0,0,0
47,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,65880,106150.838016185,23.6130193478991,10,0,0,0,0
48,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,65340,104530.838016185,21.4164594085597,10,0,0,0,0
49,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,64800,102910.838016185,19.2198994692202,10,0,0,0,0
50,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,64260,101290.838016185,17.0233395298808,10,0,0,0,0
51,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,63720,99670.8380161846,14.8267795905413,10,0,0,0,0
52,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,63180,98050.8380161846,12.6302196512019,10,0,0,0,0
53,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,62640,96430.8380161846,10.4336597118624,10,0,0,0,0
54,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,62100,94810.8380161846,8.23709977252295,10,0,0,0,0
55,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,61560,93190.8380161846,6.0405398331835,10,0,0,0,0
56,50.207656,0,48.1209240576275,2.08673194237248,0,0,0,0,0,0.117778485455732,0.15,0.45,15.7203885740132,61020,91570.8380161846,3.84397989384405,10,0,0,0,0
57,256.2683,0,254.181568057628,2.08673194237248,0,0,0,0,0,0.622122719022165,0.15,0.45,15.7203885740132,60480,90374.8405638252,3.84397989384405,10,0,0,0,0
58,121.454649,0,119.367917057628,2.08673194237248,0,0,0,0,0,0.292159237553634,0.15,0.45,15.7203885740132,59940,90994.482352305,3.84397989384405,10,0,0,0,0
59,113.252029,0,111.165297057628,2.08673194237248,0,0,0,0,0,0.272082894896291,0.15,0.45,15.7203885740132,59400,90426.2556074981,3.84397989384405,10,0,0,0,0
60,342.2319,0,340.145168057628,2.08673194237248,0,0,0,0,0,0.832523138602585,0.15,0.45,15.7203885740132,58860,89785.7540291248,3.84397989384405,10,0,0,0,0
61,608.877625,0,387.213536857547,2.08673194237248,0,219.577356200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,58320,91162.8373280941,3.84397989384405,10,0,0,0,0
62,564.579275,0,387.213536857547,2.08673194237248,0,175.279006200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,57780,92954.6489115941,3.84397989384405,10,0,0,0,0
63,428.768173,0,387.213536857547,2.08673194237248,0,7.09754719928883,32.370357000792,0,0,0.947725439861128,0.15,0.45,15.7203885740132,57240,94746.4604950942,3.84397989384405,10,0,0,0,0
64,269.143984,0,267.057252057628,2.08673194237248,0,0,0,0,0,0.653636630910277,0.15,0.45,15.7203885740132,56700,96538.2720785943,34.5958190445964,10,0,0,0,0
65,54.667576,0,52.5808440576275,2.08673194237248,0,0,0,0,0,0.12869437356762,0.15,0.45,15.7203885740132,56160,97271.3639498713,34.5958190445964,10,0,0,0,0
66,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,55620,96114.6636947147,34.5958190445964,10,0,0,0,0
67,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,55080,94494.6636947147,32.399259105257,10,0,0,0,0
68,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,54540,92874.6636947147,30.2026991659175,10,0,0,0,0
69,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,54000,91254.6636947147,28.006139226578,10,0,0,0,0
70,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,53460,89634.6636947147,25.8095792872386,10,0,0,0,0
71,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,52920,88014.6636947147,23.6130193478991,10,0,0,0,0
72,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,52380,86394.6636947147,21.4164594085597,10,0,0,0,0
73,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,51840,84774.6636947147,19.2198994692202,10,0,0,0,0
74,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,51300,83154.6636947147,17.0233395298808,10,0,0,0,0
75,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,50760,81534.6636947147,14.8267795905413,10,0,0,0,0
76,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,50220,79914.6636947147,12.6302196512019,10,0,0,0,0
77,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,49680,78294.6636947147,10.4336597118624,10,0,0,0,0
78,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,49140,76674.6636947147,8.23709977252295,10,0,0,0,0
79,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,48600,75054.6636947147,6.0405398331835,10,0,0,0,0
80,86.495726,0,84.4089940576275,2.08673194237248,0,0,0,0,0,0.206595440001186,0.15,0.45,15.7203885740132,48060,73434.6636947147,3.84397989384405,10,0,0,0,0
81,343.4859,0,341.399168057628,2.08673194237248,0,0,0,0,0,0.835592369371816,0.15,0.45,15.7203885740132,47520,72558.407278719,3.84397989384405,10,0,0,0,0
82,527.14757,0,387.213536857547,2.08673194237248,0,137.847301200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,46980,73946.5398084575,3.84397989384405,10,0,0,0,0
83,632.721285,0,387.213536857547,2.08673194237248,0,243.421016200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,46440,75738.3513919576,3.84397989384405,10,0,0,0,0
84,617.786535,0,387.213536857547,2.08673194237248,0,196.115909199289,32.370357000792,0,0,0.947725439861128,0.15,0.45,15.7203885740132,45900,77530.1629754576,3.84397989384405,10,0,0,0,0
85,617.87981,0,387.213536857547,2.08673194237248,0,228.579541200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,45360,79321.9745589577,34.5958190445964,10,0,0,0,0
86,561.607151,0,387.213536857547,2.08673194237248,0,172.306882200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,44820,81113.7861424578,34.5958190445964,10,0,0,0,0
87,449.207931,0,387.213536857547,2.08673194237248,0,59.9076622000808,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,44280,82905.5977259578,34.5958190445964,10,0,0,0,0
88,273.448204,0,271.361472057628,2.08673194237248,0,0,0,0,0,0.664171435106082,0.15,0.45,15.7203885740132,43740,84697.4093094579,34.5958190445964,10,0,0,0,0
89,49.903944,0,47.8172120576275,2.08673194237248,0,0,0,0,0,0.117035134406781,0.15,0.45,15.7203885740132,43200,85468.4264758398,34.5958190445964,10,0,0,0,0
90,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,42660,84269.7529597042,34.5958190445964,10,0,0,0,0
91,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,42120,82649.7529597042,32.399259105257,10,0,0,0,0
92,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,41580,81029.7529597042,30.2026991659175,10,0,0,0,0
93,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,41040,79409.7529597042,28.006139226578,10,0,0,0,0
94,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,40500,77789.7529597042,25.8095792872386,10,0,0,0,0
95,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,39960,76169.7529597042,23.6130193478991,10,0,0,0,0
96,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,39420,74549.7529597042,21.4164594085597,10,0,0,0,0
97,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,38880,72929.7529597042,19.2198994692202,10,0,0,0,0
98,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,38340,71309.7529597042,17.0233395298808,10,0,0,0,0
99,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,37800,69689.7529597042,14.8267795905413,10,0,0,0,0
100,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,37260,68069.7529597042,12.6302196512019,10,0,0,0,0
101,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,36720,66449.7529597042,10.4336597118624,10,0,0,0,0
102,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,36180,64829.7529597042,8.23709977252295,10,0,0,0,0
103,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,35640,63209.7529597042,6.0405398331835,10,0,0,0,0
104,78.824049,0,76.7373170576275,2.08673194237248,0,0,0,0,0,0.187818608183004,0.15,0.45,15.7203885740132,35100,61589.7529597042,3.84397989384405,10,0,0,0,0
105,323.279143,0,321.192411057628,2.08673194237248,0,0,0,0,0,0.786135271819368,0.15,0.45,15.7203885740132,34560,60645.899949163,3.84397989384405,10,0,0,0,0
106,508.869774,0,387.213536857547,2.08673194237248,0,119.569505200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,34020,61855.9869277127,3.84397989384405,10,0,0,0,0
107,621.188004,0,387.213536857547,2.08673194237248,0,231.887735200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,33480,63647.7985112128,3.84397989384405,10,0,0,0,0
108,643.70499,0,387.213536857547,2.08673194237248,0,222.034364199289,32.370357000792,0,0,0.947725439861128,0.15,0.45,15.7203885740132,32940,65439.6100947129,3.84397989384405,10,0,0,0,0
109,129.190956,0,127.104224057628,2.08673194237248,0,0,0,0,0,0.311094254686501,0.15,0.45,15.7203885740132,32400,67231.4216782129,34.5958190445964,10,0,0,0,0
110,47.231424,0,45.1446920576275,2.08673194237248,0,0,0,0,0,0.110494001539648,0.15,0.45,15.7203885740132,31860,66731.3609950843,34.5958190445964,10,0,0,0,0
111,70.907875,0,68.8211430576275,2.08673194237248,0,0,0,0,0,0.168443357134053,0.15,0.45,15.7203885740132,31320,65509.1394006271,34.5958190445964,10,0,0,0,0
112,19.920042,0,17.8333100576275,2.08673194237248,0,0,0,0,0,0.0436479616795079,0.15,0.45,15.7203885740132,30780,64495.5354863097,34.5958190445964,10,0,0,0,0
113,1.809861,0,0,2.08673194237248,0,0,0,0.276870942372481,0,0,0.15,0.45,15.7203885740132,30240,63032.6681483559,34.5958190445964,10,0,0,0,0
114,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,29700,61412.6681483559,34.3043759473622,10,0,0,0,0
115,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,29160,59792.6681483559,32.1078160080228,10,0,0,0,0
116,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,28620,58172.6681483559,29.9112560686833,10,0,0,0,0
117,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,28080,56552.6681483559,27.7146961293439,10,0,0,0,0
118,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,27540,54932.6681483559,25.5181361900044,10,0,0,0,0
119,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,27000,53312.6681483559,23.3215762506649,10,0,0,0,0
120,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,26460,51692.6681483559,21.1250163113255,10,0,0,0,0
121,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,25920,50072.6681483559,18.928456371986,10,0,0,0,0
122,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,25380,48452.6681483559,16.7318964326466,10,0,0,0,0
123,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,24840,46832.6681483559,14.5353364933071,10,0,0,0,0
124,0,0,0,2.08673194237248,0.276870942372479,0,0,1.809861,0,0,0.15,0.45,15.7203885740132,24300,45212.6681483559,12.3387765539677,10,0,0,0,0
125,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,23760,43592.6681483559,10.4336597118624,10,0,0,0,0
126,0,0,0,2.08673194237248,2.08673194237248,0,0,0,0,0,0.15,0.45,15.7203885740132,23220,41972.6681483559,8.23709977252295,10,0,0,0,0
127,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,22680,40352.6681483559,8.23709977252295,10,0,0,0,0
128,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,22140,38732.6681483559,6.0405398331835,10,0,0,0,0
129,7.261382,0,5.17465005762752,2.08673194237248,0,0,0,0,0,0.0126652274137736,0.15,0.45,15.7203885740132,21600,37112.6681483559,3.84397989384405,10,0,0,0,0
130,16.968294,0,14.8815620576275,2.08673194237248,0,0,0,0,0,0.0364234036375499,0.15,0.45,15.7203885740132,21060,35538.2629670455,3.84397989384405,10,0,0,0,0
131,25.273823,0,23.1870910576275,2.08673194237248,0,0,0,0,0,0.0567516214697177,0.15,0.45,15.7203885740132,20520,34049.3872201406,3.84397989384405,10,0,0,0,0
132,159.656465,0,157.569733057628,2.08673194237248,0,0,0,0,0,0.385660185805382,0.15,0.45,15.7203885740132,19980,32633.6930574316,3.84397989384405,10,0,0,0,0
133,63.468469,0,61.3817370576275,2.08673194237248,0,0,0,0,0,0.150235020770417,0.15,0.45,15.7203885740132,19440,32402.069726331,3.84397989384405,10,0,0,0,0
134,60.186893,0,25.7298040568356,2.08673194237248,0,0,32.370357000792,0,0,0.0629750448943528,0.15,0.45,15.7203885740132,18900,31322.9158011045,3.84397989384405,10,0,0,0,0
135,17.133971,0,15.0472390576275,2.08673194237248,0,0,0,0,0,0.036828906784403,0.15,0.45,15.7203885740132,18360,29929.6259627242,34.5958190445964,10,0,0,0,0
136,7.404719,0,5.31798705762752,2.08673194237248,0,0,0,0,0,0.0130160522389485,0.15,0.45,15.7203885740132,17820,28442.210027148,34.5958190445964,10,0,0,0,0
137,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,17280,26869.0678152082,34.5958190445964,10,0,0,0,0
138,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,16740,25249.0678152082,32.399259105257,10,0,0,0,0
139,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,16200,23629.0678152082,30.2026991659175,10,0,0,0,0
140,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,15660,22009.0678152082,28.006139226578,10,0,0,0,0
141,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,15120,20389.0678152082,25.8095792872386,10,0,0,0,0
142,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,14580,18769.0678152082,23.6130193478991,10,0,0,0,0
143,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,14040,17149.0678152082,21.4164594085597,10,0,0,0,0
144,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,13500,15529.0678152082,19.2198994692202,10,0,0,0,0
145,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,12960,13909.0678152082,17.0233395298808,10,0,0,0,0
146,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,12420,12289.0678152082,14.8267795905413,10,0,0,0,0
147,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,11880,10669.0678152082,12.6302196512019,10,0,0,0,0
148,0,0,0,2.08673194237248,0,0,0,2.08673194237249,0,0,0.15,0.45,15.7203885740132,11340,9049.06781520824,10.4336597118624,10,0,0,0,0
149,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,10800,7429.06781520824,8.23709977252295,10,0,0,0,0
150,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,10260,5809.06781520824,6.0405398331835,10,0,0,0,0
151,0,0,0,2.08673194237248,2.08673194237248,0,0,0,0,0,0.15,0.45,15.7203885740132,9720,4189.06781520824,3.84397989384405,10,0,0,0,0
152,11.291348,0,9.20461605762752,2.08673194237248,0,0,0,0,0,0.0225287805606268,0.15,0.45,15.7203885740132,9180,2569.06781520824,3.84397989384405,10,0,0,0,0
153,69.027594,0,66.9408620576275,2.08673194237248,0,0,0,0,0,0.163841270770417,0.15,0.45,15.7203885740132,8640,1030.1714252265,3.84397989384405,10,0,0,0,0
154,530.998012,0,387.213536857547,2.08673194237248,0,141.697743200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,8100,0,3.84397989384405,10,0,0,0,0
155,675.672507,0,387.213536857547,2.08673194237248,0,286.372238200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,7560,1791.81158350006,3.84397989384405,10,0,0,0,0
156,746.964206,0,387.213536857547,2.08673194237248,0,357.663937200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,7020,3583.62316700012,3.84397989384405,10,0,0,0,0
157,743.925013,0,387.213536857547,2.08673194237248,0,354.624744200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,6480,5375.43475050019,3.84397989384405,10,0,0,0,0
158,676.214858,0,387.213536857547,2.08673194237248,0,254.544232199289,32.370357000792,0,0,0.947725439861128,0.15,0.45,15.7203885740132,5940,7167.24633400025,3.84397989384405,10,0,0,0,0
159,533.547021,0,387.213536857547,2.08673194237248,0,144.246752200081,0,0,0,0.947725439861128,0.15,0.45,15.7203885740132,5400,8959.05791750031,34.5958190445964,10,0,0,0,0
160,338.566131,0,336.479399057628,2.08673194237248,0,0,0,0,0,0.823550976714473,0.15,0.45,15.7203885740132,4860,10750.8695010004,34.5958190445964,10,0,0,0,0
161,85.576131,0,83.4893990576275,2.08673194237248,0,0,0,0,0,0.204344683008179,0.15,0.45,15.7203885740132,4320,12095.6530171725,34.5958190445964,10,0,0,0,0
162,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,3780,11211.2938760019,34.5958190445964,10,0,0,0,0
163,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,3240,9591.29387600192,32.399259105257,10,0,0,0,0
164,0,0,0,2.08673194237248,0,0,0,2.08673194237248,0,0,0.15,0.45,15.7203885740132,2700,7971.29387600192,30.2026991659175,10,0,0,0,0
