hour,pv_kw,P_DAC,P_PEM,P_MeOH,P_grid,P_curt,P_ch,P_dis,CO2_prod_mol_s,H2_prod_mol_s,F_CO2_mol_s,F_H2_mol_s,MeOH_kg_h,CO2_storage_mol,H2_storage_mol,Battery_energy_kWh,n_ready,n_sat,n_ads,n_des,n_cool
75,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3086935.33339816,6618.40007854725,0.888173645957089,10,0,0,0,0
76,0,0,0,2.08673194237248,2.08673194237248,0,0,0,0,0,0.15,0.45,15.7203885740132,3086899.33339816,6510.40007854725,0.741736316667792,10,0,0,0,0
77,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3086359.33339816,4890.40007854725,0.741736316667792,10,0,0,0,0
78,0,0,0,2.08673194237248,2.08673194237248,0,0,0,0,0,0.15,0.45,15.7203885740132,3086323.33339816,4782.40007854725,0.595298987378495,10,0,0,0,0
79,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3085783.33339816,3162.40007854724,0.595298987378495,10,0,0,0,0
80,86.495726,0,84.4089940576275,2.08673194237248,0,0,0,0,0,0.206595440001186,0.15,0.45,15.7203885740132,3085747.33339816,3054.40007854724,0.448861658089198,10,0,0,0,0
81,343.4859,0,341.399168057628,2.08673194237248,0,0,0,0,0,0.835592369371816,0.15,0.45,15.7203885740132,3085207.33339816,2178.14366255152,0.448861658089198,10,0,0,0,0
82,527.14757,0,511.163204410556,2.08673194237248,0,13.8976336470714,0,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3084667.33339816,3566.27619229005,0.448861658089198,10,0,0,0,0
83,632.721285,0,511.163204410556,2.08673194237248,0,115.691461000005,3.77988764706693,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3084127.33339816,6450.23169968376,0.448861658089198,10,0,0,0,0
84,617.786535,0,511.163204410556,2.08673194237248,0,107.947947248549,0,3.41134860147791,0,1.25109875205381,0.15,0.45,15.7203885740132,3083587.33339816,9334.18720707747,4.03975492280278,10,0,0,0,0
85,617.87981,0,511.163204410556,2.08673194237248,0,100.849986000005,3.77988764706693,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3083047.33339816,12218.1427144712,0.448861658089198,10,0,0,0,0
86,561.607151,0,511.163204410556,2.08673194237248,0,48.3572146470714,0,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3082507.33339816,15102.0982218649,4.03975492280278,10,0,0,0,0
87,449.207931,0,447.121199057628,2.08673194237248,0,0,0,0,0,1.09435258510608,0.15,0.45,15.7203885740132,3081967.33339816,17986.0537292586,4.03975492280278,10,0,0,0,0
88,273.448204,0,271.361472057628,2.08673194237248,0,0,0,0,0,0.664171435106082,0.15,0.45,15.7203885740132,3081427.33339816,20305.7230356405,4.03975492280278,10,0,0,0,0
89,49.903944,0,47.8172120576275,2.08673194237248,0,0,0,0,0,0.117035134406781,0.15,0.45,15.7203885740132,3080887.33339816,21076.7402020224,4.03975492280278,10,0,0,0,0
90,0,0,0,2.08673194237248,0.205653431967727,0,0,1.88107851040475,0,0,0.15,0.45,15.7203885740132,3080347.33339816,19878.0666858868,4.03975492280278,10,0,0,0,0
91,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3079807.33339816,18258.0666858868,2.05967228027146,10,0,0,0,0
92,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3079771.33339816,18150.0666858868,1.91323495098217,10,0,0,0,0
93,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3079735.33339816,18042.0666858868,1.76679762169287,10,0,0,0,0
94,0,0,0,2.08673194237248,2.08673194237248,0,0,0,0,0,0.15,0.45,15.7203885740132,3079699.33339816,17934.0666858868,1.62036029240357,10,0,0,0,0
95,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3079159.33339816,16314.0666858868,1.62036029240357,10,0,0,0,0
96,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3079123.33339816,16206.0666858868,1.47392296311428,10,0,0,0,0
97,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3079087.33339816,16098.0666858868,1.32748563382498,10,0,0,0,0
98,0,0,0,2.08673194237248,2.08673194237248,0,0,0,0,0,0.15,0.45,15.7203885740132,3079051.33339816,15990.0666858868,1.18104830453568,10,0,0,0,0
99,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3078511.33339816,14370.0666858868,1.18104830453568,10,0,0,0,0
100,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3078475.33339816,14262.0666858868,1.03461097524639,10,0,0,0,0
101,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3078439.33339816,14154.0666858868,0.888173645957089,10,0,0,0,0
102,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3078403.33339816,14046.0666858868,0.741736316667792,10,0,0,0,0
103,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3078367.33339816,13938.0666858868,0.595298987378495,10,0,0,0,0
104,78.824049,0,76.7373170576275,2.08673194237248,0,0,0,0,0,0.187818608183004,0.15,0.45,15.7203885740132,3078331.33339816,13830.0666858868,0.448861658089198,10,0,0,0,0
105,323.279143,0,321.192411057628,2.08673194237248,0,0,0,0,0,0.786135271819368,0.15,0.45,15.7203885740132,3077791.33339816,12886.2136753456,0.448861658089198,10,0,0,0,0
106,508.869774,0,506.783042057627,2.08673194237248,0,0,0,0,0,1.24037807496622,0.15,0.45,15.7203885740132,3077251.33339816,14096.3006538953,0.448861658089198,10,0,0,0,0
107,621.188004,0,511.163204410556,2.08673194237248,0,107.938067647071,0,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3076711.33339816,16941.6617237737,0.448861658089198,10,0,0,0,0
108,643.70499,0,511.163204410556,2.08673194237248,0,126.675166000005,3.77988764706693,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3076171.33339816,19825.6172311675,0.448861658089198,10,0,0,0,0
109,129.190956,0,127.104224057628,2.08673194237248,0,0,0,0,0,0.311094254686501,0.15,0.45,15.7203885740132,3075631.33339816,22709.5727385612,4.03975492280278,10,0,0,0,0
110,47.231424,0,45.1446920576275,2.08673194237248,0,0,0,0,0,0.110494001539648,0.15,0.45,15.7203885740132,3075091.33339816,22209.5120554326,4.03975492280278,10,0,0,0,0
111,70.907875,0,68.8211430576275,2.08673194237248,0,0,0,0,0,0.168443357134053,0.15,0.45,15.7203885740132,3074551.33339816,20987.2904609753,4.03975492280278,10,0,0,0,0
112,19.920042,0,17.8333100576275,2.08673194237248,0,0,0,0,0,0.0436479616795079,0.15,0.45,15.7203885740132,3074011.33339816,19973.6865466579,4.03975492280278,10,0,0,0,0
113,1.809861,0,0,2.08673194237248,0,0,0,0.276870942372481,0,0,0.15,0.45,15.7203885740132,3073471.33339816,18510.8192087041,4.03975492280278,10,0,0,0,0
114,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072931.33339816,16890.8192087041,3.74831182556859,10,0,0,0,0
115,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072895.33339816,16782.8192087041,3.6018744962793,10,0,0,0,0
116,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072859.33339816,16674.8192087041,3.45543716699,10,0,0,0,0
117,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072823.33339816,16566.8192087041,3.3089998377007,10,0,0,0,0
118,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072787.33339816,16458.8192087041,3.16256250841141,10,0,0,0,0
119,0,0,0,1.18686117955776,0,0,0,1.18686117955776,0,0,0.0853148280901173,0.255944484270352,8.94121499134518,3072751.33339816,16350.8192087041,3.01612517912211,10,0,0,0,0
120,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072444.20001703,15429.4190653309,1.76679762169287,10,0,0,0,0
121,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072408.20001703,15321.4190653309,1.62036029240357,10,0,0,0,0
122,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072372.20001703,15213.4190653309,1.47392296311428,10,0,0,0,0
123,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072336.20001703,15105.4190653309,1.32748563382498,10,0,0,0,0
124,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072300.20001703,14997.4190653309,1.18104830453568,10,0,0,0,0
125,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072264.20001703,14889.4190653309,1.03461097524639,10,0,0,0,0
126,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072228.20001703,14781.4190653309,0.888173645957089,10,0,0,0,0
127,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072192.20001703,14673.4190653309,0.741736316667792,10,0,0,0,0
128,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3072156.20001703,14565.4190653309,0.595298987378495,10,0,0,0,0
129,7.261382,0,5.17465005762752,2.08673194237248,0,0,0,0,0,0.0126652274137736,0.15,0.45,15.7203885740132,3072120.20001703,14457.4190653309,0.448861658089198,10,0,0,0,0
130,16.968294,0,14.8815620576275,2.08673194237248,0,0,0,0,0,0.0364234036375499,0.15,0.45,15.7203885740132,3071580.20001703,12883.0138840204,0.448861658089198,10,0,0,0,0
131,25.273823,0,23.1870910576275,2.08673194237248,0,0,0,0,0,0.0567516214697177,0.15,0.45,15.7203885740132,3071040.20001703,11394.1381371156,0.448861658089198,10,0,0,0,0
132,159.656465,0,157.569733057628,2.08673194237248,0,0,0,0,0,0.385660185805382,0.15,0.45,15.7203885740132,3070500.20001703,9978.44397440661,0.448861658089198,10,0,0,0,0
133,63.468469,0,61.3817370576275,2.08673194237248,0,0,0,0,0,0.150235020770417,0.15,0.45,15.7203885740132,3069960.20001703,9746.82064330598,0.448861658089198,10,0,0,0,0
134,60.186893,0,58.1001610576275,2.08673194237248,0,0,0,0,0,0.142203191399788,0.15,0.45,15.7203885740132,3069420.20001703,8667.66671807948,0.448861658089198,10,0,0,0,0
135,17.133971,0,12.3268694316627,2.08673194237248,0,0,2.72036962596479,0,0,0.0301706594481256,0.15,0.45,15.7203885740132,3068880.20001703,7559.59820711872,0.448861658089198,10,0,0,0,0
136,7.404719,0,5.31798705762752,2.08673194237248,0,0,0,0,0,0.0130160522389485,0.15,0.45,15.7203885740132,3068340.20001703,6048.21258113197,3.03321280275575,10,0,0,0,0
137,0,0,0,0.507517107885573,0,0,0,0.507517107885573,0,0,0.0364817179614761,0.109445153884428,3.82337854801306,3067800.20001703,4475.07036919218,3.03321280275575,10,0,0,0,0
138,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067668.86583237,4081.06781520824,2.49898426813935,10,0,0,0,0
139,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067632.86583237,3973.06781520824,2.35254693885006,10,0,0,0,0
140,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067596.86583237,3865.06781520824,2.20610960956076,10,0,0,0,0
141,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067560.86583237,3757.06781520824,2.05967228027146,10,0,0,0,0
142,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067524.86583237,3649.06781520824,1.91323495098217,10,0,0,0,0
143,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067488.86583237,3541.06781520824,1.76679762169287,10,0,0,0,0
144,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067452.86583237,3433.06781520824,1.62036029240357,10,0,0,0,0
145,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067416.86583237,3325.06781520824,1.47392296311428,10,0,0,0,0
146,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067380.86583237,3217.06781520824,1.32748563382498,10,0,0,0,0
147,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067344.86583237,3109.06781520824,1.18104830453568,10,0,0,0,0
148,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067308.86583237,3001.06781520824,1.03461097524639,10,0,0,0,0
149,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067272.86583237,2893.06781520824,0.888173645957089,10,0,0,0,0
150,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067236.86583237,2785.06781520824,0.741736316667792,10,0,0,0,0
151,0,0,0,0.139115462824832,0,0,0,0.139115462824832,0,0,0.01,0.03,1.04802590493421,3067200.86583237,2677.06781520824,0.595298987378495,10,0,0,0,0
152,11.291348,0,9.20461605762752,2.08673194237248,0,0,0,0,0,0.0225287805606268,0.15,0.45,15.7203885740132,3067164.86583237,2569.06781520824,0.448861658089198,10,0,0,0,0
153,69.027594,0,66.9408620576275,2.08673194237248,0,0,0,0,0,0.163841270770417,0.15,0.45,15.7203885740132,3066624.86583237,1030.1714252265,0.448861658089198,10,0,0,0,0
154,530.998012,0,511.163204410556,2.08673194237248,0,17.7480756470715,0,0,0,1.25109875205381,0.15,0.45,15.7203885740132,3066084.86583237,0,0.448861658089198,10,0,0,0,0
